title,text
ВСУ ударили по легковушке с мирными жителями российского региона,"В Белгородской области ВСУ ударили по легковушке с мирными жителями. Об этом сообщил глава региона Вячеслав Гладков в Telegram. Атака была осуществлена в Валуйском округе, уточнил губернатор. Пострадали два человека — мужчина и женщина. Они находились в салоне автомобиля. Оба пострадавших получили множественные осколочные ранения, отметил Гладков. Их передали медикам в тяжелом состоянии. В ночь на 29 сентября ВСУ атаковали ряд российских регионов, одним из них стала Московская область. В городе Воскресенске после удара начался пожар, жертвами которого стали два человека – пенсионерка и ее шестилетний внук."
На Украине попросили западные сервисы убрать контент на русском из рекомендаций,"Языковой омбудсмен Украины Елена Ивановская попросила западные сервисы не рекомендовать гражданам страны контент на русском языке ради защиты будущего украинцев. Об этом сообщает в Telegram издание «Страна.ua». «Дети и подростки более уязвимы. Когда Spotify или YouTube автоматически предлагают российские песни или сериалы, это не выбор, а манипуляция. Именно поэтому Украина ищет пути сотрудничества с крупными платформами», — заявила омбудсмен. Чиновница подчеркнула, что, несмотря на попытки ограничить потребление контента на русском языке, на Украине якобы заботятся о защите языков всех национальных меньшинств. Ранее депутат Верховной Рады Украины Роман Лозинский пожаловался на частое использование русского языка на западе страны. Парламентарий рассказал, что в отеле, в который он заселился, техника была на русском языке."
Российские подростки отделались штрафом за избиение полицейских,"Нефтеюганский районный суд вынес приговор двум местным жителям по делу о нападении на полицейских. Об этом «Ленте.ру» сообщили в пресс-службе судов общей юрисдикции Ханты-Мансийского автономного округа. В июле 2025 года подростки во дворе дома устроили драку с полицейским, уточняет «Комсомольская правда». Одного из пострадавших оштрафовали на 25 тысяч рублей, второго — на 30 тысяч рублей. Знакомые подростков отмечают, что те часто развязывали конфликты. Ранее под Новосибирском братья-наркобароны сожгли нарколабораторию с силовиками внутри."
Силуанов объяснил снижение порога для уплаты НДС в шесть раз,"Снижение порога доходов для уплаты бизнесом налога на добавленную стоимость (НДС) в шесть раз — с 60 миллионов рублей в год до 10 миллионов — не связано с желанием властей собрать дополнительные средства в бюджет с малого бизнеса. Об этом в интервью ТАСС заявил глава Минфина Антон Силуанов. По его словам, таким образом ведомство хочет только пресекать незаконные схемы по дроблению бизнеса, используемые ради минимизации налогов. Чиновники подсчитали, что у компаний с оборотом менее десяти миллионов рублей в год, то есть менее миллиона рублей в месяц, теряется экономический смысл фиктивно снижать размер налога. В том же интервью, комментируя рост НДС с 20 до 22 процентов с 2026 года (не касается социально значимых товаров, которым сохранят ставку в 10 процентов), министр объяснил, что остальные способы финансирования дефицита бюджета носили бы более инфляционный характер. При этом Силуанов заверил, что влияние десятипроцентного роста НДС на цены будет носить умеренный и ограниченный характер. Также он напомнил, что в ряде европейских стран, таких как Ирландия, Польша и Португалия, аналог НДС даже выше, чем будет в России. В мае глава Минфина говорил об отсутствии планов вносить изменения в налоговое законодательство в ближайшие годы. Отдельно он выступал против инициативы увеличить налоги для банков и состоятельных россиян, попросив не перегибать палку, чтобы богачи не использовали другие инструменты для сохранения средств."
На Украине предрекли закрытие сотен ресторанов,"На Украине могут закрыться сотни ресторанов из-за того, что власти разрешили выезжать за границу мужчинам в возрасте 18-22 лет. Об этом сообщает издание «Экономическая правда». «Сейчас только начинается первая волна. Коллеги по цеху прогнозируют до 20-30 процентов оттока персонала в этой возрастной категории. У меня аналогичные ожидания», — рассказал изданию соучредитель столичных заведений Станислав Завертайло. Как пишет издание, бизнес общественного питания на Украине ждет кризис, причины которого будут заключаться не только в нехватке официантов и поваров, но и в структурных экономических проблемах — посещаемость заведений существенно упала. Ресторатор Алекс Купер заявил изданию, что закроются сотни заведений, и не только в Киеве. Ранее стало известно, что украинцы начали платить сети ресторанов быстрого питания McDonald’s за трудоустройство, которое дает бронь от мобилизации. При этом месячный оклад в McDonald’s составляет 600 долларов, а взятка за трудоустройство — 15 тысяч долларов."
Задержан бывший вице-губернатор российского региона,"Бывшего вице-губернатора Свердловской области Олега Чемезова задержали. Об этом сообщает РИА Новости со ссылкой на его адвоката Марию Кириллову. Задержание производили следователи. 25 сентября губернатор Свердловской области Денис Паслер освободил Чемезова от должности вице-губернатора. Известно, что Чемезов является ответчиком по иску Генпрокуратуры России о передаче государству компаний и имущества, связанных с «Корпорацией СТС». Ответчиками указаны 14 физических и 20 юридических лиц. Генпрокуратура призвала суд передать государству компании и имущество Чемезова. До этого сам Чемезов заявлял, что его счета арестовали в связи с иском."
Победивший рак популярный комик призвал сдать один анализ,"Популярный американский стендап-комик Джефф Росс, победивший рак прямой кишки третьей стадии, посоветовал проходить колоноскопию для выявления этого заболевания. Рекомендацией он поделился с журналом People. В беседе с журналисткой издания Росс попросил ее передать читателям, что в колоноскопии нет ничего сложного. «Люди говорят: ""Я не хочу заниматься всей этой подготовкой!"" Но просто сделайте это. Это легко», — призвал юморист. По словам Росса, если бы он не сдал этот анализ, то не заподозрил бы у себя наличие рака. Комик подчеркнул, что у него не было никаких симптомов онкологического заболевания. Юморист также назвал ужасной химиотерапию, которую ему проводили в течение шести месяцев. «Но она была не настолько ужасной, как в 80-х, когда от рака лечилась моя мама. Все очень сильно улучшилось», — добавил Росс. Ранее комик раскрыл, что его врач пошутил, когда сообщил ему диагноз «рак прямой кишки». Кроме того, Росс рассказал, что у него нашли онкологическое заболевание после первой колоноскопии, которую он сделал по настоянию друга."
Футболист «Балтики» обвинил судью матча с ЦСКА в предвзятости,"Полузащитник калининградской «Балтики» Илья Петров обвинил в предвзятости главного арбитра встречи его клуба против ЦСКА Сергея Иванова. Об этом сообщает «Чемпионат». «Судейка поддушивал. За десять туров это первое такое судейство прям с первых минут», — заявил Петров. Он добавил, что в эпизоде с удалением защитника «Балтики» Кевина Андраде у нападающего ЦСКА был офсайд. Встреча 10-го тура Российской премьер-лиги (РПЛ) прошла в воскресенье, 28 сентября. «Балтика» потерпела поражение со счетом 0:1, а Андраде получил вторую желтую карточку и был удален на 83-й минуте. Ранее работу судей в матче седьмого тура РПЛ между ЦСКА и «Краснодаром» оценил президент Федерации тенниса России (ФТР) Шамиль Тарпищев. Он назвал произошедшее идиотизмом."
Дочь Синди Кроуфорд снялась топлес,"Дочь американской супермодели Синди Кроуфорд Кайя Гербер снялась в откровенном виде. Соответствующая публикация появилась в Instagram-аккаунте (запрещенная в России соцсеть; принадлежит компании Meta, признанной экстремистской организацией и запрещенной в РФ). 24-летняя манекенщица предстала на размещенном снимке топлес, отказавшись от бюстгальтера и прикрыв газетой оголенную грудь. Помимо этого, звезда надела темные брюки. В качестве аксессуаров она выбрала тонкое колье и очки с прозрачными стеклами и черной оправой. Ранее в сентябре дочь Синди Кроуфорд обнажила грудь на Венецианском фестивале. Знаменитость появилась на мероприятии в прозрачном приталенном платье длины миди черного цвета."
В США задались вопросом «Почему Россия больше не может производить самолеты?»,"Россия якобы больше не может в больших масштабах выпускать боевые самолеты из-за устаревшего производства, а не отсутствия талантливых инженеров. Вопросом, почему Россия больше не может производить самолеты, задался обозреватель американского журнала The National Interest Харрисон Касс. «Впечатляющий дизайн истребителя Су-57 показывает, что проблема российской аэрокосмической промышленности заключается не в талантливых инженерах, а в устаревшем процессе производства», — говорится в публикации. Автор заметил, что темпы производства истребителей и военно-транспортных самолетов в России ниже, чем в США и Китае. «Причины кроются в сочетании исторических, экономических и технологических факторов», — уверяет обозреватель. По его оценке, в России якобы отсутствуют современные автоматизированные сборочные линии, подобные тем, что есть у американских корпораций Boeing и Lockheed Martin. В частности, Касс пишет, что Россия отстает от США и Китая в роботизированном производстве и аддитивных технологиях, благодаря которым Вашингтон и Пекин могут достаточно быстро создавать, испытывать и масштабировать свои разработки. Согласно Кассу, зачастую российские специалисты собирают самолеты «вручную». Ранее журнал Military Watch Magazine заметил, что Индия планирует купить у России 140 истребителей Су-57, которые получат семь эскадрилий Военно-воздушных сил страны. Также в сентябре то же издание назвало фронтовой истребитель-бомбардировщик Су-34 важнейшим созданным Россией боевым самолетом."
Банки стали чаще отказывать россиянам в выдаче одного вида займов,"По итогам августа 2025 года доля отказов россиянам в выдаче потребительских кредитов увеличилась на 4,7 процентного пункта (п.п.) в сравнении с тем же периодом 2024-го и достигла 74,1 процента. Об этом сообщает ТАСС со ссылкой на данные Национального бюро кредитных историй (НБКИ). Для сравнения, в последний месяц лета прошлого года показатель находился на уровне 69,4 процента. В месячном выражении падение составило 1,8 п.п. — в июле 2025-го доля отказов в выдаче этого вида кредитов в России составила 75,9 процента. Пиковый период в стране наблюдался в начале весны. Тогда российские банки отклонили в общей сложности 77,3 процента подобного рода заявок граждан. Августовский результат оказался на 3,2 п.п. ниже. Наибольшие доли отказов в последний месяц лета были зафиксированы в Новосибирской области (76,2 процента), Краснодарском крае (75,7 процента) и Омской области (75,7 процента). В топ-5 российских регионов по этому показателю также вошли Кемеровская (75,5 процента) и Волгоградская (75,4 процента) области. Аналитики объяснили увеличение доли отказов банков в выдаче потребительских кредитов населению в первую очередь эффектом жесткой денежно-кредитной политики (ДКП) Центробанка. В настоящее время ключевая ставка, от динамики которой во многом зависят рыночные условия по займам, продолжает находиться на высоком уровне и составляет 17 процентов годовых, напомнили эксперты. Кроме того, финансовые организации стали пристальнее рассматривать заявки клиентов на фоне усиления регулирования со стороны ЦБ. «Аппетит банков к риску все еще находится на довольно низком уровне», — констатировал директор по маркетингу НБКИ Алексей Волков."
Экс-глава контрразведки Британии сделала резкое заявление об отношениях с Россией,"Британия, вероятно, уже находится в состоянии войны с Россией из-за якобы масштабных кибератак и диверсий. Об этом заявила бывший руководитель контрразведки Великобритании MI5 Элиза Мэннингем-Буллер в интервью лорду-спикеру Джону Макфолу, сообщает The Guardian. «Я думаю, что она [экс-советник президента США Фиона Хилл] может быть права в том, что мы уже в войне с Россией. Это другой вид войны, но враждебность: кибератаки, нападения, обширная разведывательная деятельность усиливаются», — отметила экс-глава британской контрразведки. Ранее бывший заместитель помощника президента США и старший директор по делам Европы и России в Совете национальной безопасности Фиона Хилл заявила о состоянии войны между Великобританией и Россией. «Россия укрепилась как противник в той степени, которую мы, вероятно, не могли полностью предсказать», — сказала она. "
Группа из 47 спортсменов обратилась в УЕФА с требованием отстранить Израиль,"Группа из 47 спортсменов обратилась в Союз европейских футбольных ассоциаций (УЕФА) с требованием отстранить израильские клубы и сборные от международных турниров. Открытое письмо опубликовано на портале Athletes4peace. «Спорт не нейтрален перед лицом несправедливости. Молчать — значит признавать, что жизни одних ценнее жизней других. Мы верим в единый стандарт для всех наций и всех людей: справедливость без двойных стандартов», — говорится в заявлении. Большинство подписавшихся под письмом — футболисты. Среди них малийский полузащитник «Кристал Пэлас» Шейк Дукуре, хавбек сборной Марокко Хаким Зиеш и бывший игрок сборной Нидерландов Анвар Эль-Гази. 23 сентября восемь экспертов ООН обратились в УЕФА и Международную федерацию футбола (ФИФА) с просьбой отстранить Израиль от международных турниров. В качестве мотивации указывается «продолжающийся геноцид на территории Палестины»."
В ЕС испугались военного конфликта с Россией,"Чиновники Европейского союза (ЕС) не хотят идти на конфронтацию с Россией после инцидентов с дронами, поскольку опасаются возможного военного конфликта. Об этом пишет Politico. «Признать риск проще всего, а определить, как на него реагировать в условиях ЕС, где существует множество конкурирующих интересов, — это уже совсем другая задача. По крайней мере [чиновники ЕС] могут договориться об одном: не делать ничего, что может привести к полномасштабной войне», — говорится в материале. Издание отмечает, что в частном порядке европейские должностные лица выражают опасения из-за возможного повторения «момента Франца Фердинанда», при котором внезапная эскалация конфликта может вновь втянуть Европу в войну, как это произошло в 1914 году. Ранее президент Финляндии Александр Стубб ответил на заявление главы российского МИД Сергея Лаврова об объявлении Евросоюзом и НАТО войны России. «Мы не находимся в состоянии войны с Россией», — сказал он."
Военкор показал удар ПВО ВСУ по жилым домам в Киеве,"Системы противовоздушной обороны (ПВО) Вооруженных сил Украины (ВСУ) в ходе отражения российской ночной атаки нанесли удар по жилым домам в Киеве. Кадры падения снаряда ПВО показал в Telegram военный корреспондент Андрей Руденко. «В Киеве на улицах валяются остатки ракет ПВО, которыми ВСУ сегодня усердно сбивали наши ракеты и собственные дома», — заявил военкор. На опубликованных кадрах ночной съемки видно тепловой след от снаряда, который летит по баллистической траектории от земли, перехватывает в небе летящий объект, а затем прилетает в жилой дом, вызывая взрыв. Российские войска в ночь на 28 сентября нанесли один из крупнейших с начала конфликта комбинированных ударов по военным целям на Украине. По сообщениям мэра Киева Виталия Кличко, повреждения в результате ночной атаки получили около 20 объектов в шести районах украинской столицы."
Работавшая шеф-поваром россиянка планировала отравить бойцов СВО,"Сотрудники силовых структур задержали женщину, которая работала шеф-поваром в Севастополе и планировала отравить бойцов специальной военной операции (СВО). Об этом сообщает РИА Новости со ссылкой на Центр общественных связей ФСБ России. Задержанная — гражданка России 1980 года рождения, работавшая шеф-поваром в одном из заведений города. По данным ведомства, она установила контакт с украинской разведкой в сентябре 2023 года, а затем собирала для нее данные о Российской армии. В частности, женщина передавала на Украину фотографии мест дислокации кораблей Черноморского флота. Эти данные в дальнейшем использовались украинскими войсками для планирования ракетных атак. В отношении задержанной возбуждено уголовное дело о государственной измене. Сейчас она находится в СИЗО. Ранее осужденный по делу о госизмене гражданин РФ Денис Лобов попросил суд заменить ему наказание и освободить из колонии."
Момент уничтожения одного из беспилотников ВСУ под Москвой попал на видео,"Момент уничтожения одного из беспилотников Вооруженных сил Украины (ВСУ) в подмосковном Воскресенске попал на видео. Ролик показал Telegram-канал Shot. На представленных кадрах слышны громкие звуки после пролета дрона. Спустя считаные секунды небо озаряется заревом от пламени. До этого стало известно, что в результате удара украинского беспилотника в Воскресенске загорелся частный дом. 76-летняя женщина с шестилетним внуком не смогли спастись. Власти Подмосковья рассказали, что в нескольких домах в Воскресенске были зафиксированы повреждения остекления и фасадов, а также нарушено уличное освещение. В ночь на понедельник, 29 сентября, над регионами России удалось перехватить и уничтожить 84 украинских беспилотника."
Священник РПЦ назвал «самый массовый грех на матушке-Руси»,"Епископ Русской православной церкви Питирим (Творогов) назвал «самый массовый грех на матушке-Руси». Фрагмент проповеди опубликовала «Русская община» в Telegram. По словам Питирима, таким грехом является искусственное прерывание беременности. Епископ квалифицировал аборт не иначе как расправу над детьми. Он указал, что этот грех является самым страшным. Вместе с тем Творогов отметил, что в России активизировалась борьба с абортами. Он поддержал эту практику и выступил за ее повсеместное внедрение. Ранее протоиерей РПЦ Андрей Ткачев заявил, что россиянки не хотят рожать из-за развращенности. После этого в Госдуме призвали урезонить священнослужителя."
ЦИК Молдавии заявил о победе оппозиционных фракций внутри страны,"Оппозиционные партии Молдавии на выборах в парламент побеждают внутри страны с 49,54 процента после подсчета 100 процентов протоколов. Об этом пишет РИА Новости со ссылкой на ЦИК. Между тем правящая партия «Действие и солидарность» (ПДС) за счет участков за рубежом набирает 49,70 процента после подсчета 98,42 процента протоколов с участков. По результатам подсчета 100 процентов протоколов с избирательных участков внутри страны правящая ПДС набирает 44,13 процента голосов. Оппозиционный Патриотический блок — 28,25 процента, блок «Альтернатива» — 9,22 процента, «Наша партия» — 6,35 процента, партия «Демократия дома» — 5,72 процента. Один из лидеров оппозиционного Патриотического блока, Игорь Додон, заявил, что правящая партия «Действие и солидарность» проиграла парламентские выборы. Он вместе со сторонниками Патриотического блока вышел к зданию Центральной избирательной комиссии в Кишиневе в ночь на 29 сентября. В акции также участвовал экс-премьер страны Василий Тарлев. В МИД Приднестровья между тем заявили, что Кишинев целенаправленно не допускает приднестровцев к выборам в Молдавии. «Очевидно, что молдавское руководство сознательно выбрало путь политической изоляции жителей Приднестровья», — указало ведомство."
Dream Chaser не будет стыковаться с МКС,"В ходе своего первого испытательного полета грузовой корабль Dream Chaser компании Sierra Nevada не будет стыковаться с Международной космической станцией (МКС). Об этом изданию ArsTechnica сообщило НАСА. В американском космическом агентстве подтвердили, что в ходе первого полета будет проверена возможность Dream Chaser доставлять грузы на низкую околоземную орбиту. Неназванные источники издания заметили, что стыковка корабля с МКС могла быть отменена из-за отсутствия сертификации у двигательной установки Dream Chaser. Согласно Sierra Nevada, в первый полет Dream Chaser отправится в конце 2026 года. В ArsTechnica допускают, что миссия состоится не ранее 2027-го. В августе издание усомнилось в том, что грузовой космический корабль Dream Chaser компании Sierra Space отправится в свой первый полет в 2025 году. В июне 2024-го портал SpaceNews со ссылкой на генерального директора United Launch Alliance (ULA) Тори Бруно сообщил, что второй запуск Vulcan Centaur состоится с массогабаритным макетом полезной нагрузки вместо грузового космического корабля Dream Chaser, который не готов к старту в сентябре того же года."
Силуанов объяснил преимущества нового роста налогов,"Новое повышение налога на добавленную стоимость (НДС), который с 2026 года должен вырасти с 20 до 22 процентов, вызвано стремлением избежать негативных последствий инфляционного финансирования дефицита бюджета. Об этом в интервью ТАСС рассказал министр финансов России Антон Силуанов. По его словам, таким образом правительство хочет добиться более низкой траектории процентных ставок, а следовательно, ускорения роста ВВП. Все альтернативные сценарии, предусматривающие несбалансированный бюджет, окажут на экономику более негативное воздействие, объяснил чиновник. Глава Минфина заверил, что влияние роста НДС на инфляцию будет носить «умеренный и ограниченный характер», а также напомнил, что в некоторых странах Европы аналогичный налог даже немного выше, чем предлагает ведомство. Например, в Ирландии, Польше, Португалии и Словакии он равен 23 процентам. Ведомство внесло на рассмотрение в правительство проект изменений в Налоговый кодекс, предусматривающий рост НДС, на прошлой неделе, подтвердив сообщения ряда СМИ. Инициатива не касается социально значимых товаров, которым сохранят льготную ставку в 10 процентов. В конце весны этого года Силуанов отмечал, что в ближайшие несколько лет вносить изменения в налоговое законодательство ведомство не планирует. Отдельно он выступил против инициативы повысить налоговые ставки для банков и состоятельных россиян, указав, что перегибать палку в этом вопросе не следует."
Молодожены попали в смертельную аварию спустя месяц после свадьбы,"В Бразилии молодоженов похоронили меньше чем через месяц после свадьбы. Об этом сообщает местное издание Metrópoles. Жоао Педро Пруденсио Кардосо и Майнара Франс Шио попали в смертельную аварию. Поздно ночью они ехали по дороге на мотоцикле, как вдруг в них врезалась машина. Как впоследствии выяснила полиция, ее водитель был пьян. 19-летнего юноши и 18-летней девушки не стало на месте. Они не так давно сыграли свадьбу. Их брачная церемония прошла 28 августа. Ранее сообщалось, что в Гондурасе молния ударила в женщину на глазах у мужа через неделю после свадьбы. Родные рассказали, что она была очень добрым и отзывчивым человеком."
Российскому бойцу раздробило руку на глазах у отправившегося вслед за ним на СВО отца,"Подполковник МВД в отставке из Оренбургской области Кумысбай Утепкалиев ушел в зону проведения специальной военной операции (СВО) вслед за сыном и стал свидетелем того, как тому раздробило руку в результате атаки Вооруженных сил Украины (ВСУ). Историю публикует газета «Оренбуржье». Как пишет издание, сын подполковника был мобилизован в 2022 году. Его отец решил уйти на фронт в 2024-м — с ноября по май он находился на линии боевого соприкосновения. «Часть мобилизованных в отпуске ни разу не была, да и в живых из товарищей сына к третьему году войны остались немногие. Хотелось помочь, поддержать, чтобы духом не падали», — рассказал о своем решении Утепкалиев. По его словам, он попал в роту к сыну, где на момент его демобилизации по завершению контракта произошло шесть безвозвратных потерь, еще девять человек были ранены, в их числе — его сын. Сын Утепкалиева получил ранение в Часовом Яре, где они четыре месяца находились без связи, практически без воды и еды. «Воду из луж набирали, процеживали и пили, там вообще с питьевой водой проблемы. Продукты сбрасывали ребятам с коптера, украинцы это заметили и отправили вместо посылки взрывчатку, один из бойцов не выжил. Сыну раздробило кисть руки», — вспомнил мужчина. Утепкалиев рассказал, что сын после прохождения лечения вернулся на передовую. «Пальцы в кулак не сжимаются, но вернулся на фронт, у мобилизованных контракт бессрочный, до конца СВО», — пояснил он. Ранее сообщалось о потерявшем на СВО отца жителе Дагестана, который сам пошел на фронт. 18-летний Шамиль Абдулхакимов — потомственный военнослужащий, его дед также служил в войсках и вышел в отставку в должности майора."
В России нашли способ оплатить обновление общественного транспорта,"Частным автобусным перевозчикам в России предложили вложить средства в развитие транспортной инфраструктуры в обмен на работу на городских маршрутах. Такой способ оплатить обновление общественного транспорта предложили в Общероссийском объединении пассажиров (ООП), сообщает газета «Известия». В организации председателю комитета по транспорту Госдумы Евгению Москвичеву и в Минтранс представили механизм, в рамках которого частные перевозчики будут строить станции техобслуживания, АЗС и другие объекты для общественного транспорта в обмен на долгосрочные контракты без проведения конкурсов. Так в ООП рассчитывают привлечь дополнительные инвестиции в развитие транспортной инфраструктуры в городах. «Сейчас можно реализовать концессии в отношении трамваев, троллейбусов, электробусов. В ООП предлагают распространить эту практику на весь общественный транспорт в городах. Основным объектом инвестиций могут выступать автобусные базы, потому как у регионов и муниципалитетов на них не хватает бюджетных средств», — пояснил председатель объединения Илья Зотов. У регионов немного денег на обновление инфраструктуры, и средства приходится искать во внебюджетных источниках. Инвестор может зайти в регион и профинансировать строительство, а взамен власти могут предоставить гарантии долгосрочной работы на маршрутах, чтобы компенсировать вложения. Председатель Объединения автопассажирских перевозчиков (ОАПР) Татьяна Ракулова высказала опасение, что крупные компании, имеющие капитал и связи, могут зайти мимо торгов в регионы и забрать все хорошие маршруты на длительный срок, таким образом оставляя более мелкие компании без работы. Низкая маржинальность общественного транспорта делает его неинтересным: принцип концессии подразумевает получение инвесторами прибыли, но перевозки пассажиров по регулярным маршрутам, как правило, носят социальный характер, и местные власти вынуждены их дотировать, добавил Сергей Храпач из Межрегионавтотранса. Член Общественного совета при Министерстве транспорта РФ, научный руководитель Института экономики транспорта и транспортной политики Михаил Блинкин предложил сделать все дороги в крупных городах России платными. Введение платы за каждый километр пробега решит проблему с высоким трафиком и позволит бороться с пробками, объяснил он."
