,text,cluster_number
2932,"планируемый постепенный вывод из оборота банковских карт visa и mastercard в россии связан с тем, что у них истекли сертификаты безопасности. как напомнил в интервью рбк директор национальной системы платежных карт (нспк) дмитрий дубынин сертификаты безопасности международных платежных систем перестали действовать абсолютно во всех чипах с 1 января 2025 года.",335
2933,"после улучшения отношений между индией и китаем трейдеры, предлагающие российскую нефть, стали просить индийские государственные нефтеперерабатывающие компании платить в китайских юанях, сообщает агентство reuters со ссылкой на источники в торговой среде. изменение в политической обстановке воспринимается как шанс упростить сделки с индийскими покупателями.",174
2934,"премьер-министр италии джорджа мелони обвинила политических оппонентов в использовании во внутриполитической борьбе темы палестинского кризиса. на членов кабмина республики был подан иск в международный уголовный суд (мус) за возможное соучастие в геноциде палестинцев в секторе газа, сообщает газета la repubblica.",175
2935,президент франции эмманюэль макрон планирует выступить с официальным заявлением вечером 8 октября. об этом сообщает газета le figaro.,176
2936,"шведская правозащитница грета тунберг на пресс-конференции в стокгольме заявила, что ее и других активистов флотилии сумуд (флотилия свободы) пытали во время задержания в израиле, передает reuters. активистка не уточнила детали, но сказала, что ей не давали чистой воды, а другим задержанным не предоставляли жизненно важных лекарств.",186
2937,"постоянный представитель израиля при оон дани данон заявил, что израиль готов снова задействовать армию для возврата заложников из сектора газа в случае провала переговоров с палестинским движением хамас. об этом он рассказал в интервью телеканалу fox business.",177
2938,"сотни российских туристов уже более четырех часов не могут вылететь из аэропорта антальи. по данным риа новости, задерживаются рейсы авиакомпании turkish airlines в москву и санкт-петербург.",-1
2939,в результате аварии пострадали шесть человек,-1
2940,энергетики уже работают над восстановлением централизованного электроснабжения,-1
2941,"они сообщили, что во время заключения их оскорбляли, пинали, били кулаками и плевали в них",-1
2942,"по словам члена правления банка виталия сергейчука, большую часть спроса на выпуск цифровых финансовых активов формируют в основном средние и крупные корпоративные заемщики",-1
2943,в активе форварда quot;вегасаquot; четыре шайбы в двух матчах,-1
2944,"произведение называется quot;корабликquot;, его автором стал юрий купер askeri gallery",-1
2945,"аналитики отмечают, что спрос на малогабаритные квартиры площадью до 20 кв. м на вторичном рынке рф вырос за первые девять месяцев 2025 года по сравнению с аналогичным периодом прошлого года на 4,7",336
2946,также под огневой контроль взята большая часть водоема поселковый,-1
2947,"разработка открывает перспективы для определения критически важного параметра многих технологических процессов - активности ферментов, сообщили тасс в пресс-службе минобрнауки",-1
2948,инцидент произошел на территории школы в городе большой камень,252
2949,"это связано с отсутствием напряжения в сети, сообщила компания quot;укрзализныцяquot;",253
2950,"продолжительность ограничений спрогнозировать невозможно, подчеркнули в компании quot;сумыоблэнергоquot;",-1
2951,на его территорию въезд разрешен только спецтранспорту с автоматической разгрузкой,-1
2952,ответчик не представил отзыв на иск и не явился в суд,-1
2953,вместе с падением цен выросли продажи,343
2954,последним участником четвертьфинальной стадии стала сборная морокко,-1
2955,жителей просят ограничить потребление газа,254
2956,"разработка действует как жидкий герметик и имеет самовосстанавливающиеся свойства, сообщила газета south china morning post",255
2957,"показатель достигал уровня 2 630,12 пункта",256
2958,"институт вулканологии и сейсмологии продолжает фиксировать афтершоки магнитудой от 2,6 до 4,9",-1
2959,"сумма составляла 243 млн рублей за вред, причиненный почве",-1
2960,"в его основе находятся документы, которые в 1960-1970-е годы собрали в музее школы 17",-1
2961,их планируют завершить до 15 ноября,-1
2962,"концерн quot;уралвагонзаводquot; (увз, в составе госкорпорации quot;ростехquot;) раскрыл тасс детали проведения конкурса на новое название боевой машины поддержки танков (бмпт), за которой закрепилось имя quot;терминаторquot;. среди присланных участниками вариантов как имена политических и государственных деятелей, представителей флоры и фауны, так и парадоксальные предложения неологизмы и даже шифрованные сигналы таинственной радиостанции. агентство об именах вооружения и том, как они появляются",257
2963,плотина является самой большой подконтрольной киеву гидроэлектростанцией,-1
2964,"министр обороны страны туре саннвик рассказал, что план по беспилотникам могут представить в ближайшее время",-1
2965,"генеральный директор экспертно-аналитического центра агробизнеса quot;аб-центрquot; напомнил, что на октябрь приходится пик сезона производства сахара в стране",258
2966,"мэр города сообщил, что повреждена критическая инфраструктура",-1
2967,"противник не предпринимал активных действий на сумском направлении, сообщили в российских силовых структурах",338
2968,российский форвард сделал три результативные передачи в игре против клуба из нью-йорка,-1
2969,расчет был ликвидирован вместе с командиром,-1
2970,член комитета совета федерации по международным делам назвала защиту людей и недопущение ядерной катастрофы приоритетом для рф,-1
2971,"одна из версий пропажи семьи туристов в красноярской крае - мужчине стало плохо, а женщина с ребенком не смогли выбраться",344
2972,"германия вправе использовать войска на своей территории в случае полномасштабного вторжения, но полеты беспилотников классифицируются иначе, пояснило издание",-1
2973,"необходимо решить вопросы экономической целесообразности ремоторизации действующего авиапарка и готовности авиакомпаний финансово участвовать в этом процессе, сообщили в госкорпорации",259
2974,инициативу поддержали четыре пятых от общего числа законодателей,-1
2975,"реализация машин по итогам 2025 года может упасть на 25, сообщил руководитель управления по работе с импортерами quot;газпромбанк автолизингquot;",260
2976,"формально лазеры никак не квалифицированы, пояснил директор компании quot;rudrones. беспилотные технологииquot;",-1
2977,"олег чекрышев, александр беляков и наталья барканова признали в полном объеме вину в совершении мошенничества",345
2978,"полный список библиотек, победивших в конкурсе имени академика а. е. ферсмана, объявят в его день рождения 8 ноября, сообщили в издательстве quot;наукаquot;",261
2979,"местные власти в рамках закона о декоммунизации должны убрать из публичного пространства все объекты, связанные с именем и историческим подвигом сусанина",-1
2980,в красной зоне остаются восемь областей восточной и центральной части украины,-1
2981,"соглашение с некоторыми операторами связи уже работает в экспериментальном режиме и помогло не один раз, подчеркнул руководитель отряда григорий сергеев",-1
2982,"заместитель директора инвестиционного департамента крдв мария бадмацыренова сообщила, что в год 80-летия победы регионы дальнего востока и арктики готовы также предложить патриотические туры",20
2983,"научный руководитель гидрометцентра россии роман вильфанд отметил, что нынешняя зима в россии стала рекордно теплой",364
2984,это ускорит разработку лекарств и методов диагностики генетических заболеваний,-1
2985,материалы дела поступили в мировой судебный участок 184,-1
2986,"председатель совфеда отметила, что доступность спорта не должна измеряться кошельком родителей или доходами семьи",21
2987,законом собственники объекта культурного наследия обязываются выполнять капитальный ремонт общего имущества в многоквартирных домах,339
2988,"подводная инфраструктура там находится под постоянной угрозой, заявил генсек организации",-1
2989,"по словам главы партии quot;новые людиquot; алексея нечаева, мигранты зачастую обустраивают жилье в нежилых помещениях, например, на чердаках, в подвалах и электрощитовых, что создает угрозу безопасности",-1
2990,боевую задачу выполнили солдаты центра quot;рубиконquot;,365
2991,на суде девушка в присутствии законного представителя признала вину,189
2992,"издание отмечает, что высокая доходность американских облигаций нивелируется возросшими расходами на инструменты хеджирования колебаний валютных курсов",23
2993,"официальный представитель мид россии отметила, что quot;чувствовалось, что достигнутые результаты кое-кого явно раздосадовалиquot;",-1
2994,"речь идет обо всех договоренностях, подчеркнула официальный представитель мид рф",-1
2995,"заместитель директора инвестиционного департамента крдв мария бадмацыренова заявила, что к тому моменту приморские тропы будут в стадии высокой готовности",24
2996,"издание отмечает, что для этого уже создан специальный комитет, в который вошли министры горнодобывающей промышленности и финансов страны",25
2997,"максим рыженков посетит москву с официальным визитом 9-10 июня, заявила официальный представитель ведомства",-1
2998,"по словам губернатора херсонской области, под огонь попали районы центрального рынка и гвардейская улица",342
2999,"также в апреле 2024 года мужчина выкрикивал лозунги нацистской организации, находясь в помещении бара в поселке красное",26
3000,"речь, в частности, идет про аппараты искусственной вентиляции легких для взрослых и детей, аппараты узи экспертного класса, специальные мониторы, используемые в акушерстве, устройства для транспортировки новорожденных",-1
3001,"также уничтожено три реактивных снаряда системы himars противника, отметили в минобороны россии",340
3002,"по словам министра образования московской области ингрид пильдес, чаще всего родителей интересуют сроки и способы получения результатов, вопросы подачи апелляций, а также особенности пересдачи экзаменов",-1
3003,"научный руководитель гидрометцентра россии роман вильфанд сообщил, что в ближайшие дни на северо-западе европейской части рф произойдет существенное уменьшение класса пожарной опасности",81
3004,собранные материалы направлены в следственные органы,-1
3005,"пройти обучение смогут не только блогеры с аудиторией, но и желающие обучиться азам работы в медиапространстве",-1
3006,"председатель совета директоров компании лев гориловский заявил, что опыт института позволит наиболее эффективно и в кратчайшие сроки разработать ai-ассистентов",-1
3007,"за последние десять лет добыча золотосодержащих руд увеличилась в 2,2 раза, отметил вице-министр промышленности и строительства республики иран шархан",83
3008,политик намерена оспорить решение в государственном совете,-1
3009,исполнение решения суда находится на контроле прокуратуры региона,-1
3010,"по информации системы мониторинга и анализа новостроек bnmap.pro, наблюдается рост средней площади предлагаемых квартир-студий",194
3011,"все зависит от готовности сторон продолжать каждый раунд, заявил пресс-секретарь президента россии",-1
3012,"стратегия банка в отношении цифровых активов - это комплексный план, который не ограничивается только новыми выпусками, отметил председатель правления мтс-банка эдуард иссопов",84
3013,"исследование охватило ведущих работодателей страны, представляющих такие отрасли, как машиностроение, энергетика, фармацевтика и космические технологии",-1
3014,вратарь был вызван в сборную россии на товарищеские матчи с командами нигерии и белоруссии,184
3015,соглашение предполагает сотрудничество по нескольким направлениям,191
3016,"так пресс-секретарь ответил на вопрос о наличии у москвы планов обращаться к астане в связи с информацией о том, что подозреваемый в причастности к атакам сбежал в казахстан",-1
3017,"это произойдет после изучения сторонами полученных друг от друга проектов меморандумов, отметил пресс-секретарь российского лидера",-1
3018,"у президента намечено несколько международных телефонных разговоров, отметил представитель кремля",341
3019,"научный руководитель гидрометцентра россии роман вильфанд отметил, что это опасное явление",366
3020,та встреча прошла в тегеране и завершилась со счетом 1:1,-1
3021,федерация развивает это направление уже четыре года,-1
3022,"министр спорта отметил, что ждать быстрых решений в данном вопросе не стоит",-1
3023,функционера обвиняют в конфликте интересов,-1
3024,"министр спорта михаил дегтярев назвал задачей ведомства повышение физической активности, хорошей основой может стать спортивная реабилитация",-1
3025,"министр спорта россии михаил дегтярев отметил, что ведется работа с федеральной налоговой службой и минцифры",-1
3026,"ранее норвежская газета vg сообщила, что прошедший в тронхейме чемпионат мира по лыжным видам спорта стал финансовой катастрофой для страны",-1
3027,"по словам министра спорта, в 2024 году президентским фондом культурных инициатив в четыре региона направлено 830 млн рублей пожертвований",-1
3028,"ранее сми в норвегии сообщили, что прошедший в тронхейме турнир стал финансовой катастрофой для страны",367
3029,"ранее сми в норвегии сообщили, что прошедший в тронхейме турнир стал финансовой катастрофой для страны",367
3030,"wed, 04 jun 2025 10:31:46 0300 москва, 4 июня. тасс. московский молодежный хоккейный клуб спартак подписал новый контракт с главным тренером команды александром барковым. об этом сообщает пресс-служба красно-белых.",-1
3031,"подробный рассказ, на что обратить внимание при выборе и какие модели лучше всего подойдут для детей разных возрастов",-1
3032,"планируется, что quot;олимпиада на стероидахquot; пройдет в мае 2026 года",-1
3033,"организаторы понесли 2,9 млн убытков, рассчитывав на 2,6 млн прибыли от турнира",-1
3034,александр степанов о неравенстве стран-участниц и причинах раскола в североатлантическом альянсе,-1
3035,"андрей столяров о том, каковы причины такого золотого ралли, и дальнейших перспективах",-1
3036,"игорь юшков о том, как долго еще будут расти цены на электроэнергию, газ и жкх в ес",-1
3037,"дмитрий горохов о том, кто спровоцировал отставку лекорню и способен ли президент еще кого-то убеждать",-1
3038,рустам шарафутдинов о важности зарплат хоккеистов в нхл для завоевания трофеев,-1
3039,"андрей низамутдинов о том, почему премьер-министр франции ушел в отставку меньше чем через месяц после назначения",-1
3040,"елена харитонова о том, почему в великобритании сменяются премьер за премьером и ждать ли ухода стармера",-1
3041,"андрей суржанский о том, как запад пытается отжать российские деньги и к чему это может привести",-1
3042,"игорь гашков о том, как в странах ес все чаще звучит вопрос, нужно ли помогать украинцам больше, чем соотечественникам",-1
3043,"игорь гашков о том, как объединение фрг и гдр не привело к объединению немцев, и о том, как михаил горбачев отказался от своего социалистического союзника, но выгоды из этого извлечь не сумел",-1
3044,александр степанов об особенностях новой инициативы альянса и ключевых подрядчиках,-1
3045,"андрей суржанский о том, чем примечателен шатдаун в этом году и что его может прекратить",-1
3046,"андрей кириллов о том, как китайско-американские отношения оказались подвешены на сделке с покупкой популярного сервиса коротких видео",-1
3047,"валерий демидецкий о том, как электоральную процедуру в небольшой и обедневшей за годы независимости республике раздули в геополитическую битву",-1
3048,"константин мачульский о содержании плана по урегулированию ситуации в газе, реакции на него и шансах на воплощение",-1
3049,"ирина альшаева о том, каковы шансы на согласие вашингтона с предложением кремля по дснв",-1
3050,"максим кучеров о том, чем может обернуться инициатива президента сша с авиабазой баграм",-1
3051,"дмитрий малышев о парламентских выборах в молдавии, действиях санду и ее окружения, а также реакции оппозиционных сил и населения страны",-1
3052,"николай долгин о советском актере и режиссере, который превращал съемочную площадку в зону военных действий",-1
3053,"михаил беляев о том, чем может обернуться для сеула тарифная война американской администрации",-1
3054,"наталья булетова о том, как меняется вектор партнерства в мире и куда на этом фоне смотрит дели",-1
3055,дмитрий горохов о реакциях на выступление французского президента на га оон и угрозах израиля,-1
3056,"александр темнов о том, справедливо ли выбрали лучшего футболиста мира, и об опасениях за будущее самого талантливого юниора последних лет ламина ямаля",-1
3057,"дмитрий горохов о том, какие требования выдвигаются после масштабных протестов французов и как отреагировали правящие круги",-1
3058,"илья дмитрячев о том, как прошел беспрецедентный второй госвизит президента сша в великобританию и отразится ли это на отношениях двух стран, а также о падающем рейтинге стармера",-1
3059,"андрей низамутдинов о том, как украинцы восстают против бусификации, почему за недавнюю акцию протеста никого не наказали, а в партии quot;слуга народаquot; звучат выпады против ее руководителя зеленского",-1
3060,"андрей суржанский о том, почему у сша не получится quot;наклонитьquot; кнр, как евросоюз",-1
3061,игорь маскаев о рынке энергоресурсов украины и стран восточной и центральной европы,-1
3062,"андрей суржанский о том, какие есть варианты трактовки заявлений президента сша по рестрикциям в отношении россии и других стран, а также в чем нужно признаться урсуле фон дер ляйен и кае каллас",-1
3063,"никита бредихин о том, какие факторы влияют на изменение ключевой ставки",-1
3064,"андрей суржанский о том, как взаимосвязаны два инцидента и при чем здесь сша и россия",-1
3065,"игорь гашков о том, что впервые в истории людей старше 65 лет в старом свете больше, чем тех, кто моложе 15, и как теперь европе с этим жить",-1
3066,"александр цыганов о том, чего ждать от выборов и как результаты могут отразиться на отношениях с россией",-1
3067,"мария воропаева о том, как опыт участников сво поможет восполнить кадровый голод в системе дополнительного образования и воспитать детей",-1
3068,александр степанов о курсе на милитаризацию запада и основных игроках европейского впк,-1
3069,"андрей низамутдинов о том, почему депутаты не поддержали франсуа байру и какова роль макрона в отставке правительства",-1
3070,"станислав рогинский о том, что новый газопровод дает россии и китаю и на каких условиях проходит сделка",-1
3071,"сергей демиденко о том, какую роль играют конфликт идеологий и политических интересов",-1
3072,"владимир миловидов о том, как читать прогноз банка россии до 2028 года",-1
3073,"заместитель председателя совета безопасности российской федерации дмитрий медведев находит исторические параллели в поведении нынешних руководителей финляндии и их предшественников почти столетней давности и напоминает, чем для них закончились агрессивные выпады в сторону россии",-1
3074,андрей кириллов о впечатлениях от фильма и реакции на него,-1
3075,денис дубровин о планах ес на украину и намерениях отправить quot;заложниковquot;,-1
3076,"михаил беляев о том, почему у американской экономики нет второго шанса",-1
3077,"игорь гашков о том, что распределение участков для голосования в постсоветской стране приобретает черты детективной истории",-1
3078,"виктор зубик о том, выгодно ли будет вкладываться в недвижимость в ближайшие три года и что будет с ипотекой",-1
3079,игорь юшков о причинах и последствиях продления запрета на экспорт бензина,-1
3080,"павел кухаркин о том, что связано с личностью погибшего и как проходят зачистки на украине, а порой и за ее пределами",-1
3081,"николай гапоненко о том, с какими вызовами столкнулась немецкая промышленность",-1
3082,"руслан ахлебининский о том, для чего нужна маркировка, как ее подключить и что будет, если этого не сделать",-1
3083,сша нанесли серьезный урон экономике своего союзника,422
3084,партнер по брикс нарастил поставки мяса россии,423
3085,страна брикс минимизировала поставки кофе в россию,346
3086,продажам китайских легковушек предсказали обрушение,347
3087,риск возникновения паники из-за цен на сахар оценили,368
3088,ушедший из россии технологический гигант зарегистрировал в стране товарный знак,-1
3089,в россии с 1 марта изменится крайний срок оплаты услуг жкх,348
3090,россиян предупредили об удержании долгов по налогам из зарплаты,369
3091,европейскую страну уличили в опасном для всей планеты действии,212
3092,крупнейшая экономика европы столкнулась с усугублением кризиса,213
3093,продажи одного вида машин в россии обвалились,349
3094,цб понизил курс доллара,214
3095,одному сегменту авторынка россии спрогнозировали гибель из-за нового утиля,424
3096,глава газпрома пообещал россии аномально холодную зиму,300
3097,предсказано будущее цен на жилье в москве,370
3098,в европейской стране запустили продажи культового российского внедорожника,215
3099,последствия очередного наводнения во вьетнаме оценили,371
3100,у покинувшего россию производителя газировки упала прибыль,216
3101,океанолог усомнился в достоверности прогнозов об изменениях в мировом океане,425
3102,стало известно о недвижимости булановой на десятки миллионов рублей,372
3103,санкции сша ударили по поставкам нефти в сербию,350
3104,известная модель решила избавиться от пентхауса в сша,-1
3105,набиуллина заявила о готовности лично испытать цифровой рубль,217
3106,биржевые цены на топливо в россии поднялись до максимума,301
3107,авторынок россии потерял место в европейском рейтинге,218
3108,набиуллина назвала рост цен на бензин временным фактором,373
3109,набиуллина назвала неопределенными перспективы ключевой ставки,351
3110,cамая дорогая компания азии добилась резкого роста продаж,219
3111,россияне массово расхотели брать ипотеку,352
3112,щедрость маркетплейсов напугала российский бизнес,220
3113,"ситуацию с газом в европе описали словами еще хуже, чем в 2024 году",221
3114,путин оценил вклад граждан таджикистана в экономику россии,222
3115,банк россии призвали к однозначной ключевой ставке,302
3116,в минфине заметили новые проблемы с дефицитом бюджета,303
3117,россияне вновь устремились в европу,223
3118,в банке россии заявили об амбициозных планах на криптовалюту,304
3119,россиянам посоветовали осушить квартиру,426
3120,венгрию убедили не мешать запрету поставок российского спг в европу,225
3121,россия вывела из строя половину газодобычи украины,226
3122,европейской стране предрекли усиление зависимости от импортного газа,227
3123,почта россии потратила полмиллиарда рублей на онлайн-рекламу,374
3124,синоптик оценил вероятность снега в москве в октябре,375
3125,назван срок снижения цен на аренду жилья в россии,376
3126,в вологодской области решили сильнее ужесточить продажи алкоголя,353
3127,перспективы индийских автомобилей в россии оценили,377
3128,половину сотрудников налоговой в сша отправили в отпуск из-за шатдауна,378
3129,с собчак взыскали долги по коммунальным платежам,427
3130,в госдуме предложили закрыть дефицит бюджета за счет богачей,228
3131,названы способы избежать мошенничества при покупке жилья,354
3132,жителям подмосковья выставили многомиллионные счета за подключение к электричеству,-1
3133,российский фондовый рынок упал,230
3134,суд обратил в доход россии недвижимость бывшего депутата госдумы напсо,231
3135,россиян успокоили насчет возможного прекращения работы visa и mastercard,428
3136,индия вернулась к оплате российской нефти китайскими юанями,355
3137,россию предупредили о скорой потере еще одного газового рынка,232
3138,дачникам дали совет по утилизации опавшей листвы,429
3139,евросоюз согласовал план отказа от российской нефти,305
3140,акции tesla упали после разочарования от дешевых моделей,233
3141,москвичам посоветовали не ждать снега в ближайшее время,430
3142,в правительстве заявили о балансе на топливном рынке в россии,356
3143,биржевые цены на бензин и дизтопливо рекордно выросли,234
3144,в российском регионе начали останавливаться продажи бензина,357
3145,немецкий производитель стройматериалов не смог избавиться от российского бизнеса,306
3146,названы последствия запрета на рост цен в белоруссии,379
3147,страна брикс собралась нарастить импорт российской нефти,-1
3148,карты visa и mastercard выводят из оборота в россии. что делать их владельцам?,358
3149,стали известны новые подробности о российском мегапроекте,431
3150,набиуллина оценила долю безналичных платежей в россии,380
3151,крупный производитель молочной продукции сменил название,-1
3152,набиуллина высказалась о банковском рабстве,307
3153,евросоюз усилил давление на одну страну ради конфискации российских активов,235
3154,названа допустимая периодичность повышения цен на аренду жилья,381
3155,в россии спрогнозировали бум продаж одного товара,359
3156,бизнесменов напугали новые ставки платы за вред окружающей среде,236
3157,в европе нашли страну с самым работящим населением,237
3158,в россии объяснили вывод из оборота карт visa и mastercard,360
3159,французский бренд продолжил открывать магазины в россии,238
3160,раскрыты сроки старта онлайн-продажи алкоголя в россии,362
3161,предсказано будущее цен на жилье в россии,-1
3162,зоолог дал советы по поимке залетевшей в квартиру летучей мыши,-1
3163,предсказан курс доллара на конец октября,239
3164,тарифам жку в россии предрекли снижение,-1
3165,названа цена самой дешевой квартиры в центре москвы,363
3166,назван способ существенно сэкономить на жку,-1
3167,производитель китайских автомобилей отзовет в россии тысячи тягачей,-1
3168,вто испугалась за мировую торговлю и сделала мрачный прогноз,-1
3169,в центре европейской столицы внезапно рухнуло здание,240
3170,россиян решили уберечь от некоторых кредитов,241
